latitude,longitude,altitude,geometry,uwi,lease,operator,fake_number
33.179351,-97.223101,,Point,4.20E+13,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,31
33.14436,-97.123742,,Point,4.20E+13,TUCKER-CAMPBELL,EAGLERIDGE OPERATING LLC,18
33.165312,-97.159878,,Point,4.20E+13,BURCH MARVIN,DEVON ENERGY PRODUCTION COMPANY L P,64
33.083966,-97.156842,,Point,4.20E+13,HACKEL GINGER,XTO ENERGY INCORPORATED,47
33.253711,-97.315717,,Point,4.20E+13,PARKEY UNIT,CONOCOPHILLIPS COMPANY,54
33.147493,-97.331814,,Point,4.20E+13,DCC0 1-HOSEK SHIRLEY M,DEVON ENERGY PRODUCTION COMPANY L P,36
33.074847,-97.185514,,Point,4.20E+13,FURST RANCH,EAGLERIDGE OPERATING LLC,58
33.084885,-97.347676,,Point,4.20E+13,SHRYACK,DEVON ENERGY PRODUCTION COMPANY L P,91
33.146236,-97.342844,,Point,4.20E+13,DCCO 1-MORRIS TED,DEVON ENERGY PRODUCTION COMPANY L P,54
33.162839,-97.219972,,Point,4.20E+13,COLE TRUSTS 576 A,DEVON ENERGY PRODUCTION COMPANY L P,16
33.215552,-97.320668,,Point,4.20E+13,EVERS,DEVON ENERGY PRODUCTION COMPANY L P,31
33.016783,-97.194334,,Point,4.20E+13,TROPHY CLUB 2,VANTAGE FORT WORTH ENERGY LLC,36
33.221215,-97.180399,,Point,4.20E+13,VAUGHN,EAGLERIDGE OPERATING LLC,19
33.283525,-97.32078,,Point,4.20E+13,SHIFFLETT B UNIT,CONOCOPHILLIPS COMPANY,77
33.020167,-97.26958,,Point,4.20E+13,CHADWICK RESOURCES GU B,DEVON ENERGY PRODUCTION COMPANY L P,56
33.118171,-97.043182,,Point,4.20E+13,HICKORY PARK UNIT,ARP BARNETT LLC,14
33.070221,-97.392239,,Point,4.20E+13,REED-HATHORN UNIT,ENERVEST OPERATING LLC,54
33.018853,-97.383093,,Point,4.20E+13,GARRETT RUFUS GAS UNIT A,DEVON ENERGY PRODUCTION COMPANY L P,65
33.114937,-97.301387,,Point,4.20E+13,CALLAGHAN JOHN C,DEVON ENERGY PRODUCTION COMPANY L P,21
33.178379,-97.347256,,Point,4.20E+13,DUNN HOBBY D,DEVON ENERGY PRODUCTION COMPANY L P,26
33.070292,-97.39222,,Point,4.20E+13,REED-HATHORN UNIT,ENERVEST OPERATING LLC,15
33.06995,-97.2584,,Point,4.20E+13,GIBBS UNIT,AETHON ENERGY OPERATING LLC,54
33.016924,-97.194481,,Point,4.20E+13,TROPHY CLUB 8,VANTAGE FORT WORTH ENERGY LLC,23
33.372687,-97.378249,,Point,4.20E+13,MCMURREY RANCH UNIT `A`,CONOCOPHILLIPS COMPANY,68
33.139168,-97.345626,,Point,4.20E+13,DCCO 1-RUBY PETERSON,DEVON ENERGY PRODUCTION COMPANY L P,49
33.372533,-97.371706,,Point,4.20E+13,MCMURREY RANCH UNIT A,CONOCOPHILLIPS COMPANY,68
32.999839,-97.272328,,Point,4.20E+13,ALLIANCE-TECH CENTER,BLUESTONE NATURAL RES II LLC,45
33.006065,-97.269246,,Point,4.20E+13,ALLIANCE-TECH CENTER,BLUESTONE NATURAL RES II LLC,55
33.032519,-97.297291,,Point,4.20E+13,ROANOKE RANCH,DEVON ENERGY PRODUCTION COMPANY L P,79
33.016926,-97.194413,,Point,4.20E+13,TROPHY CLUB UNIT,VANTAGE FORT WORTH ENERGY LLC,74
33.06975,-97.25386,,Point,4.20E+13,GIBBS UNIT,AETHON ENERGY OPERATING LLC,46
33.133911,-97.134211,,Point,4.20E+13,FARMER-RUSSELL,EAGLERIDGE OPERATING LLC,79
33.013603,-97.198153,,Point,4.20E+13,TROPHY CLUB 8,VANTAGE FORT WORTH ENERGY LLC,88
33.013606,-97.198154,,Point,4.20E+13,TROPHY CLUB 8,VANTAGE FORT WORTH ENERGY LLC,36
33.200131,-97.334294,,Point,4.20E+13,JONES,ENERVEST OPERATING LLC,69
33.200199,-97.334283,,Point,4.20E+13,JONES,ENERVEST OPERATING LLC,98
33.142467,-97.343362,,Point,4.20E+13,DCCO 1 - SULLIVAN P G `A`,DEVON ENERGY PRODUCTION COMPANY L P,84
33.221409,-97.210838,,Point,4.20E+13,NOBLES UNIT,VANTAGE FORT WORTH ENERGY LLC,8
33.153556,-97.322347,,Point,4.20E+13,BURNS ANNA BETH,DEVON ENERGY PRODUCTION COMPANY L P,45
33.153936,-97.314697,,Point,4.20E+13,BURNS ANNA BETH,DEVON ENERGY PRODUCTION COMPANY L P,34
33.208578,-97.204262,,Point,4.20E+13,CITY OF DENTON AIRPORT,EAGLERIDGE OPERATING LLC,65
33.19955,-97.20468,,Point,4.20E+13,CITY OF DENTON-AIRPORT,EAGLERIDGE OPERATING LLC,94
33.228437,-97.32285,,Point,4.20E+13,BOYD,DEVON ENERGY PRODUCTION COMPANY L P,91
33.148561,-97.337418,,Point,4.20E+13,DCCO 1-TED MORRIS,DEVON ENERGY PRODUCTION COMPANY L P,40
33.133334,-97.330687,,Point,4.20E+13,DCCO 1-DCTC,DEVON ENERGY PRODUCTION COMPANY L P,50
33.148639,-97.284501,,Point,4.20E+13,SEALS G T,DEVON ENERGY PRODUCTION COMPANY L P,52
33.256052,-97.355149,,Point,4.20E+13,BURNS BRANCH,DEVON ENERGY PRODUCTION COMPANY L P,24
33.280569,-97.258267,,Point,4.20E+13,PORTER-RILEY,DEVON ENERGY PRODUCTION COMPANY L P,12
33.058925,-97.307256,,Point,4.20E+13,WOOD JAMES L GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,27
33.221828,-97.382106,,Point,4.20E+13,HARPER CAROLYN,DEVON ENERGY PRODUCTION COMPANY L P,52
33.010171,-97.388161,,Point,4.20E+13,BLAKLEY ESTATE GU `E`,DEVON ENERGY PRODUCTION COMPANY L P,69
32.998476,-97.385384,,Point,4.20E+13,BLAKLEY ESTATE GU E,DEVON ENERGY PRODUCTION COMPANY L P,83
32.995278,-97.382353,,Point,4.20E+13,BLAKLEY ESTATE GU E,DEVON ENERGY PRODUCTION COMPANY L P,18
33.297248,-97.26433,,Point,4.20E+13,TAYLOR SYBIL,ENERVEST OPERATING LLC,65
33.199317,-97.189011,,Point,4.20E+13,HUDSON UNIT,EAGLERIDGE OPERATING LLC,38
33.107454,-97.385177,,Point,4.20E+13,GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,6
33.012713,-97.185272,,Point,4.20E+13,TROPHY CLUB 4,VANTAGE FORT WORTH ENERGY LLC,21
33.012737,-97.185322,,Point,4.20E+13,TROPHY CLUB 4,VANTAGE FORT WORTH ENERGY LLC,45
33.24697,-97.186385,,Point,4.20E+13,CROWN ANGEL HARRIS UNIT,VANTAGE FORT WORTH ENERGY LLC,26
33.151868,-97.178626,,Point,4.20E+13,MCCUTCHIN,SHIDLER MARK L INCORPORATED,6
33.289234,-97.256463,,Point,4.20E+13,KHRAISH,DEVON ENERGY PRODUCTION COMPANY L P,8
33.185555,-97.316761,,Point,4.20E+13,NORTH-SCHLUTER UNIT,ENERVEST OPERATING LLC,44
33.011387,-97.271666,,Point,4.20E+13,ALLIANCE-TCN,BLUESTONE NATURAL RES II LLC,18
33.011161,-97.271614,,Point,4.20E+13,ALLIANCE-TCN,BLUESTONE NATURAL RES II LLC,53
33.011547,-97.271614,,Point,4.20E+13,ALLIANCE-TCN,BLUESTONE NATURAL RES II LLC,38
33.121865,-97.124738,,Point,4.20E+13,ANDERTON-VIGIL,EAGLERIDGE OPERATING LLC,52
33.084441,-97.25528,,Point,4.20E+13,GIBBS HOMER,AETHON ENERGY OPERATING LLC,86
33.118381,-97.1039,,Point,4.20E+13,SCRUGGS,DARK HORSE OPERATING COMPANY LLC,83
33.219619,-97.21234,,Point,4.20E+13,EAGLE FARMS,DEVON ENERGY PRODUCTION COMPANY L P,60
33.017535,-97.365402,,Point,4.20E+13,BECK FRED,DEVON ENERGY PRODUCTION COMPANY L P,30
33.120328,-97.035575,,Point,4.20E+13,POINT VISTA UNIT,ARP BARNETT LLC,62
33.185805,-97.317065,,Point,4.20E+13,NORTH JERRY,ENERVEST OPERATING LLC,51
33.212988,-97.205064,,Point,4.20E+13,EAGLE FARMS GAS UNIT A,DEVON ENERGY PRODUCTION COMPANY L P,89
33.3035,-97.268954,,Point,4.20E+13,TAYLOR SYBIL,ENERVEST OPERATING LLC,8
32.996206,-97.280562,,Point,4.20E+13,ALLIANCE-TCS,BLUESTONE NATURAL RES II LLC,49
33.133143,-97.352624,,Point,4.20E+13,DCCO 1-P G SULLIVAN A,DEVON ENERGY PRODUCTION COMPANY L P,41
33.059205,-97.197145,,Point,4.20E+13,FURST RANCH,EAGLERIDGE OPERATING LLC,39
33.141121,-97.37337,,Point,4.20E+13,DCCO2-P G SULLIVAN,DEVON ENERGY PRODUCTION COMPANY L P,84
33.362828,-97.374043,,Point,4.20E+13,COX,VANTAGE FORT WORTH ENERGY LLC,51
33.308849,-97.289231,,Point,4.20E+13,NOBLES-HOLLEY,DEVON ENERGY PRODUCTION COMPANY L P,6
33.100337,-97.286388,,Point,4.20E+13,DOOLEY DAVID,DEVON ENERGY PRODUCTION COMPANY L P,53
33.055858,-97.225878,,Point,4.20E+13,EWING `G`,VANTAGE FORT WORTH ENERGY LLC,30
33.056103,-97.22588,,Point,4.20E+13,EWING F,ENCANA OIL & GAS (USA) INCORPORATED,61
33.082569,-97.203381,,Point,4.20E+13,OBEN CHAIN F,EAGLERIDGE OPERATING LLC,11
33.035741,-97.298909,,Point,4.20E+13,MITCHELL,DEVON ENERGY PRODUCTION COMPANY L P,57
33.185831,-97.341782,,Point,4.20E+13,LESLEY TRUST,DEVON ENERGY PRODUCTION COMPANY L P,88
32.992405,-97.365171,,Point,4.20E+13,BLAKLEY ESTATE GU D-C,DEVON ENERGY PRODUCTION COMPANY L P,87
33.118243,-97.1085,,Point,4.20E+13,FOSTER,TRIO CONSULTING & MANAGEMENT LLC,23
33.299796,-97.298596,,Point,4.20E+13,KHRAISH,DEVON ENERGY PRODUCTION COMPANY L P,67
32.992346,-97.36517,,Point,4.20E+13,BLAKLEY ESTATE GAS UNIT D,DEVON ENERGY PRODUCTION COMPANY L P,10
33.185521,-97.316608,,Point,4.20E+13,NORTH JERRY,ENERVEST OPERATING LLC,99
33.081937,-97.391655,,Point,4.20E+13,REED-HATHORN UNIT,ENERVEST OPERATING LLC,58
33.07904,-97.391688,,Point,4.20E+13,REED-HATHORN UNIT,ENERVEST OPERATING LLC,11
33.133026,-97.366627,,Point,4.20E+13,DCCO2-SULLIVAN P G,DEVON ENERGY PRODUCTION COMPANY L P,68
33.125378,-97.244993,,Point,4.20E+13,COLE-FRAZIER,DEVON ENERGY PRODUCTION COMPANY L P,91
33.128715,-97.15255,,Point,4.20E+13,BAKER,TRIO CONSULTING & MANAGEMENT LLC,68
32.992711,-97.364953,,Point,4.20E+13,BLAKLEY ESTATE GAS UNIT D,DEVON ENERGY PRODUCTION COMPANY L P,54
33.041256,-97.343103,,Point,4.20E+13,DAY J E HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,11
33.140365,-97.381907,,Point,4.20E+13,DCCO 2-RAY WILLIAMS,DEVON ENERGY PRODUCTION COMPANY L P,43
33.069201,-97.245647,,Point,4.20E+13,MERRITT HOWARD,AETHON ENERGY OPERATING LLC,39
33.06939,-97.241932,,Point,4.20E+13,MERRITT HOWARD,AETHON ENERGY OPERATING LLC,32
33.198833,-97.228698,,Point,4.20E+13,COLE TRUSTS 576-A,DEVON ENERGY PRODUCTION COMPANY L P,34
33.03332,-97.362264,,Point,4.20E+13,COLE M T TRUST TWO A,DEVON ENERGY PRODUCTION COMPANY L P,12
33.083116,-97.20541,,Point,4.20E+13,OBENCHAIN-GAMBILL UNIT,EAGLERIDGE OPERATING LLC,62
33.094071,-97.321859,,Point,4.20E+13,CARTER FAMILY TRUST,DEVON ENERGY PRODUCTION COMPANY L P,64
33.13201,-97.382592,,Point,4.20E+13,DCCO2-RAY WILLIAMS,DEVON ENERGY PRODUCTION COMPANY L P,72
33.1162,-97.317398,,Point,4.20E+13,SANDERS FRED,DEVON ENERGY PRODUCTION COMPANY L P,40
33.117116,-97.113854,,Point,4.20E+13,MCCLENDON,EAGLERIDGE OPERATING LLC,14
33.121593,-97.350333,,Point,4.20E+13,DCCO2-C J HARDEMAN GU,DEVON ENERGY PRODUCTION COMPANY L P,11
33.237141,-97.245982,,Point,4.20E+13,J & L UNIT,VANTAGE FORT WORTH ENERGY LLC,5
33.117355,-97.314253,,Point,4.20E+13,SANDERS FRED,DEVON ENERGY PRODUCTION COMPANY L P,27
33.141353,-97.070388,,Point,4.20E+13,TAYLOR `F` UNIT,ARP BARNETT LLC,82
33.141162,-97.353621,,Point,4.20E+13,DCCO1-SULLIVAN P G `A`,DEVON ENERGY PRODUCTION COMPANY L P,5
33.079852,-97.381498,,Point,4.20E+13,TURNER A,ENERVEST OPERATING LLC,54
33.163866,-97.201838,,Point,4.20E+13,COLE TRUSTS 576-A,DEVON ENERGY PRODUCTION COMPANY L P,18
33.052488,-97.261528,,Point,4.20E+13,SMITH MARY,DEVON ENERGY PRODUCTION COMPANY L P,100
33.091495,-97.387211,,Point,4.20E+13,TURNER A,ENERVEST OPERATING LLC,44
33.011979,-97.39355,,Point,4.20E+13,POOL B,DEVON ENERGY PRODUCTION COMPANY L P,8
32.996286,-97.293649,,Point,4.20E+13,ALLIANCE-TCS,BLUESTONE NATURAL RES II LLC,27
33.192751,-97.360757,,Point,4.20E+13,DUNN HOBBY ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,81
33.114317,-97.334104,,Point,4.20E+13,BAKER JAMES GU,DEVON ENERGY PRODUCTION COMPANY L P,49
33.161017,-97.304172,,Point,4.20E+13,LIPSCOMB K P GU,DEVON ENERGY PRODUCTION COMPANY L P,7
33.108448,-97.221112,,Point,4.20E+13,CALLAWAY P S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,62
33.135297,-97.287915,,Point,4.20E+13,JUSTIN RANCH ESTATES UNIT,VANTAGE FORT WORTH ENERGY LLC,93
33.092084,-97.234456,,Point,4.20E+13,MCCUTCHIN,AETHON ENERGY OPERATING LLC,14
33.296013,-97.287768,,Point,4.20E+13,PKF NORTH GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,66
33.163869,-97.201968,,Point,4.20E+13,COLE TRUSTS 576-A,DEVON ENERGY PRODUCTION COMPANY L P,70
33.056742,-97.305956,,Point,4.20E+13,COPE,ENERVEST OPERATING LLC,73
33.016112,-97.342404,,Point,4.20E+13,LAU,DEVON ENERGY PRODUCTION COMPANY L P,4
33.095409,-97.234464,,Point,4.20E+13,YOUNG JEAN,ENERVEST OPERATING LLC,11
33.351122,-97.355556,,Point,4.20E+13,PRUETT LUCILLE,EAGLERIDGE OPERATING LLC,8
33.083277,-97.171686,,Point,4.20E+13,TROWELL,ENERVEST OPERATING LLC,70
33.111826,-97.313054,,Point,4.20E+13,PENNINGTON HENRY,DEVON ENERGY PRODUCTION COMPANY L P,96
33.080868,-97.195151,,Point,4.20E+13,FURST RANCH,EAGLERIDGE OPERATING LLC,51
33.029994,-97.30088,,Point,4.20E+13,MITCHELL,DEVON ENERGY PRODUCTION COMPANY L P,10
33.076576,-97.22033,,Point,4.20E+13,OBENCHAIN E,EAGLERIDGE OPERATING LLC,71
33.156466,-97.300684,,Point,4.20E+13,LIPSCOMB K P GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,3
33.151546,-97.299426,,Point,4.20E+13,LIPSCOMB K P GU,DEVON ENERGY PRODUCTION COMPANY L P,76
33.246013,-97.191762,,Point,4.20E+13,BAKER RANCH,ENERVEST OPERATING LLC,43
33.142953,-97.298618,,Point,4.20E+13,DCCO 3 - S H GRIFFIN ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,27
33.118063,-97.112117,,Point,4.20E+13,GRIFFITH J UNIT,XTO ENERGY INCORPORATED,25
33.285163,-97.245831,,Point,4.20E+13,RUSHING,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,54
33.132035,-97.382333,,Point,4.20E+13,DCCO2-RAY WILLIAMS,DEVON ENERGY PRODUCTION COMPANY L P,59
33.0176,-97.394865,,Point,4.20E+13,GARRETT RUFUS,DEVON ENERGY PRODUCTION COMPANY L P,98
33.184191,-97.180853,,Point,4.20E+13,MEADOR-HAMMER,EAGLERIDGE OPERATING LLC,68
33.020032,-97.262467,,Point,4.20E+13,CHADWICK RESOURCES GU C,DEVON ENERGY PRODUCTION COMPANY L P,7
33.042028,-97.116494,,Point,4.20E+13,WILSON SAM,EAGLERIDGE OPERATING LLC,57
33.067192,-97.266406,,Point,4.20E+13,GIBBS-CROCKETT,AETHON ENERGY OPERATING LLC,99
33.330489,-97.345669,,Point,4.20E+13,SCHERTZ,WESTERN CHIEF OPERATING LLC,49
33.233942,-97.372025,,Point,4.20E+13,BANKS A UNIT,CONOCOPHILLIPS COMPANY,77
33.206012,-97.244309,,Point,4.20E+13,AGF RANCH BAC,DEVON ENERGY PRODUCTION COMPANY L P,100
33.011454,-97.356097,,Point,4.20E+13,TCU,DEVON ENERGY PRODUCTION COMPANY L P,27
33.303892,-97.262091,,Point,4.20E+13,PADDOCK NANCY,DEVON ENERGY PRODUCTION COMPANY L P,34
33.206038,-97.244436,,Point,4.20E+13,AGF RANCH BCD,DEVON ENERGY PRODUCTION COMPANY L P,72
33.103664,-97.393005,,Point,4.20E+13,DCCO 4-GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,49
33.067005,-97.274084,,Point,4.20E+13,SMITH H A,DEVON ENERGY PRODUCTION COMPANY L P,73
33.214917,-97.353361,,Point,4.20E+13,DUNN B,ENERVEST OPERATING LLC,58
33.136337,-97.126828,,Point,4.20E+13,FARMER BETTY UNIT,EAGLERIDGE OPERATING LLC,38
33.140361,-97.263896,,Point,4.20E+13,YARBROUGH GU,DEVON ENERGY PRODUCTION COMPANY L P,6
33.105967,-97.320938,,Point,4.20E+13,HENRY PENNINGTON,DEVON ENERGY PRODUCTION COMPANY L P,80
33.285413,-97.245835,,Point,4.20E+13,RUSHING,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,87
33.123855,-97.263798,,Point,4.20E+13,YARBROUGH GU,DEVON ENERGY PRODUCTION COMPANY L P,84
33.129825,-97.256263,,Point,4.20E+13,YARBROUGH,DEVON ENERGY PRODUCTION COMPANY L P,54
33.154945,-97.292336,,Point,4.20E+13,LIPSCOMB K P GU,DEVON ENERGY PRODUCTION COMPANY L P,45
33.124022,-97.124872,,Point,4.20E+13,BERESFORD UNIT,XTO ENERGY INCORPORATED,86
32.996479,-97.294092,,Point,4.20E+13,ALLIANCE-GRAPHICS UNIT,BLUESTONE NATURAL RES II LLC,53
32.996381,-97.293898,,Point,4.20E+13,ALLIANCE-GRAPHICS UNIT,BLUESTONE NATURAL RES II LLC,23
33.171703,-97.220434,,Point,4.20E+13,COLE-DEVON GU A,DEVON ENERGY PRODUCTION COMPANY L P,92
33.158953,-97.338114,,Point,4.20E+13,SCHWARZ DIETER GAS UNIT A,DEVON ENERGY PRODUCTION COMPANY L P,87
33.158969,-97.337857,,Point,4.20E+13,SCHWARZ DIETER GAS UNIT A,DEVON ENERGY PRODUCTION COMPANY L P,15
33.386717,-97.378703,,Point,4.20E+13,MCMURREY RANCH UNIT B,CONOCOPHILLIPS COMPANY,61
33.171593,-97.220432,,Point,4.20E+13,COLE-DEVON GAS UNIT `A`,DEVON ENERGY PRODUCTION COMPANY L P,73
33.086553,-97.234514,,Point,4.20E+13,YOUNG J LAND & CATTLE CO UNIT,ENERVEST OPERATING LLC,29
33.115864,-97.386869,,Point,4.20E+13,DCCO2 - GRAHAM RANCH,DEVON ENERGY PRODUCTION COMPANY L P,17
33.146219,-97.29856,,Point,4.20E+13,DCCO 3 SH GRIFFIN ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,57
33.133103,-97.312848,,Point,4.20E+13,DCC0 3 NALER MAE C,DEVON ENERGY PRODUCTION COMPANY L P,34
33.264719,-97.368133,,Point,4.20E+13,COLE TRUST M T,ENERVEST OPERATING LLC,47
33.053522,-97.118619,,Point,4.20E+13,WILSON SAM UNIT 4,EAGLERIDGE OPERATING LLC,80
33.052123,-97.118688,,Point,4.20E+13,WILSON SAM 4 UNIT,EAGLERIDGE OPERATING LLC,93
33.027297,-97.30681,,Point,4.20E+13,DORAL,XTO ENERGY INCORPORATED,43
33.064745,-97.27597,,Point,4.20E+13,CROCKETT,AETHON ENERGY OPERATING LLC,93
33.065749,-97.271811,,Point,4.20E+13,CROCKETT,AETHON ENERGY OPERATING LLC,45
33.101542,-97.332172,,Point,4.20E+13,SHOOP GLENN P `B`,DEVON ENERGY PRODUCTION COMPANY L P,88
33.111172,-97.127255,,Point,4.20E+13,MULKEY DAVIS UNIT,XTO ENERGY INCORPORATED,86
33.112123,-97.138689,,Point,4.20E+13,WYSE UNIT,XTO ENERGY INCORPORATED,93
33.119173,-97.132483,,Point,4.20E+13,JAKE UNIT,XTO ENERGY INCORPORATED,25
32.992421,-97.39219,,Point,4.20E+13,POOL `B`,DEVON ENERGY PRODUCTION COMPANY L P,94
33.311608,-97.375851,,Point,4.20E+13,EAGLE FARMS,WESTERN CHIEF OPERATING LLC,53
33.024631,-97.293783,,Point,4.20E+13,DORAL,XTO ENERGY INCORPORATED,62
33.017969,-97.281669,,Point,4.20E+13,DORAL,XTO ENERGY INCORPORATED,25
33.172977,-97.202688,,Point,4.20E+13,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,11
33.181036,-97.191637,,Point,4.20E+13,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,14
33.06574,-97.26504,,Point,4.20E+13,GIBBS HOWARD,AETHON ENERGY OPERATING LLC,43
33.162799,-97.218482,,Point,4.20E+13,COLE TRUSTS 576 A,DEVON ENERGY PRODUCTION COMPANY L P,55
33.162808,-97.218615,,Point,4.20E+13,COLE TRUSTS 576 A,DEVON ENERGY PRODUCTION COMPANY L P,81
33.143064,-97.298615,,Point,4.20E+13,DCCO 3 - S H GRIFFIN ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,5
33.06708,-97.18486,,Point,4.20E+13,FURST RANCH,EAGLERIDGE OPERATING LLC,58
33.182379,-97.219561,,Point,4.20E+13,COLE TRUSTS 576 A,DEVON ENERGY PRODUCTION COMPANY L P,17
33.214732,-97.353562,,Point,4.20E+13,DUNN B,ENERVEST OPERATING LLC,11
33.292464,-97.313206,,Point,4.20E+13,MCCLENDON UNIT,CONOCOPHILLIPS COMPANY,75
33.149914,-97.381724,,Point,4.20E+13,DCCO 2 - LEWIS JONES,DEVON ENERGY PRODUCTION COMPANY L P,17
33.123279,-97.369841,,Point,4.20E+13,DCCO 2 - HARDEMAN C J GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,60
33.088316,-97.234479,,Point,4.20E+13,YOUNG JEAN UNIT,ENERVEST OPERATING LLC,10
33.086843,-97.234501,,Point,4.20E+13,MCCUTCHIN B,ENERVEST OPERATING LLC,13
33.300705,-97.247419,,Point,4.20E+13,KHRAISH,DEVON ENERGY PRODUCTION COMPANY L P,75
33.115053,-97.219015,,Point,4.20E+13,MCCURLEY CARL,DEVON ENERGY PRODUCTION COMPANY L P,25
33.086054,-97.234489,,Point,4.20E+13,MCCUTCHIN B,ENERVEST OPERATING LLC,9
33.086419,-97.23444,,Point,4.20E+13,MCCUTCHIN B,ENERVEST OPERATING LLC,78
33.086356,-97.234443,,Point,4.20E+13,YOUNG J LAND & CATTLE COMPANY UNIT,ENERVEST OPERATING LLC,36
33.152185,-97.114708,,Point,4.20E+13,ACME UNIT,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,92
33.109561,-97.057594,,Point,4.20E+13,SYCAMORE BEND UNIT,ARP BARNETT LLC,17
33.349747,-97.376506,,Point,4.20E+13,PRUETT,CANYON OPERATING LLC,79
33.111539,-97.138771,,Point,4.20E+13,CLEVELAND UNIT,XTO ENERGY INCORPORATED,47
33.320245,-97.316795,,Point,4.20E+13,CRAWFORD WILLIAM A,DEVON ENERGY PRODUCTION COMPANY L P,33
33.157308,-97.386137,,Point,4.20E+13,PEGGY SMITH GAS UNIT B,DEVON ENERGY PRODUCTION COMPANY L P,37
33.17033,-97.305987,,Point,4.20E+13,PIRKLE LORENE,DEVON ENERGY PRODUCTION COMPANY L P,41
33.173211,-97.299948,,Point,4.20E+13,PIRKLE LORENE,DEVON ENERGY PRODUCTION COMPANY L P,72
33.047544,-97.367842,,Point,4.20E+13,TALLY FAYE,DEVON ENERGY PRODUCTION COMPANY L P,74
33.036308,-97.361868,,Point,4.20E+13,TALLY E C,DEVON ENERGY PRODUCTION COMPANY L P,94
33.00719,-97.363523,,Point,4.20E+13,TCU,DEVON ENERGY PRODUCTION COMPANY L P,77
33.006976,-97.363609,,Point,4.20E+13,TCU,DEVON ENERGY PRODUCTION COMPANY L P,98
33.168319,-97.2978,,Point,4.20E+13,PIRKLE LORENE,DEVON ENERGY PRODUCTION COMPANY L P,58
33.168426,-97.297797,,Point,4.20E+13,PIRKLE LORENE,DEVON ENERGY PRODUCTION COMPANY L P,14
33.182455,-97.245066,,Point,4.20E+13,PORTER JOHN W,DEVON ENERGY PRODUCTION COMPANY L P,20
33.211264,-97.274251,,Point,4.20E+13,SANDFIELD L P,DEVON ENERGY PRODUCTION COMPANY L P,65
33.157551,-97.323468,,Point,4.20E+13,MOORE GORDON F,DEVON ENERGY PRODUCTION COMPANY L P,30
33.171633,-97.250192,,Point,4.20E+13,COLE TRUSTS 576 B GU,DEVON ENERGY PRODUCTION COMPANY L P,65
33.241067,-97.163189,,Point,4.20E+13,PARKS,EAGLERIDGE OPERATING LLC,35
33.032673,-97.310124,,Point,4.20E+13,MARTIN,ENERVEST OPERATING LLC,74
33.214935,-97.353439,,Point,4.20E+13,DUNN B,ENERVEST OPERATING LLC,20
33.194354,-97.295445,,Point,4.20E+13,SWAFFORD DON,DEVON ENERGY PRODUCTION COMPANY L P,19
33.059019,-97.349708,,Point,4.20E+13,ADAMS CORINNE,DEVON ENERGY PRODUCTION COMPANY L P,85
33.06882,-97.256111,,Point,4.20E+13,GIBBS UNIT,AETHON ENERGY OPERATING LLC,84
33.159572,-97.322945,,Point,4.20E+13,DCCO 3-GORDON MOORE,DEVON ENERGY PRODUCTION COMPANY L P,24
33.146407,-97.273422,,Point,4.20E+13,SEALS G T,DEVON ENERGY PRODUCTION COMPANY L P,42
33.146422,-97.273294,,Point,4.20E+13,SEALS G T,DEVON ENERGY PRODUCTION COMPANY L P,37
33.116961,-97.125748,,Point,4.20E+13,BAILEY-FOWLER UNIT,XTO ENERGY INCORPORATED,1
33.153746,-97.364022,,Point,4.20E+13,SMITH PEGGY GU A,DEVON ENERGY PRODUCTION COMPANY L P,24
33.159517,-97.382367,,Point,4.20E+13,PEGGY SMITH GU B,DEVON ENERGY PRODUCTION COMPANY L P,23
33.085044,-97.166866,,Point,4.20E+13,WALLING,EAGLERIDGE OPERATING LLC,30
33.046291,-97.344945,,Point,4.20E+13,ADAMS CORINNE,DEVON ENERGY PRODUCTION COMPANY L P,22
33.194764,-97.361343,,Point,4.20E+13,DUNN `C`,ENERVEST OPERATING LLC,96
33.105854,-97.357917,,Point,4.20E+13,DCCO 4-FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,47
33.105744,-97.35792,,Point,4.20E+13,DCCO 4-FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,2
33.102811,-97.254205,,Point,4.20E+13,BINGHAM,ARP BARNETT LLC,24
