latitude,longitude,altitude,geometry,uwi,lease,operator,fake_number
28.822412,-98.556003,,Point,4.20E+13,D H UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,2
28.689969,-98.413172,,Point,4.20E+13,GAENZEL,MARATHON OIL EF LLC,30
28.689925,-98.413231,,Point,4.20E+13,GAENZEL,MARATHON OIL EF LLC,31
28.665994,-98.499567,,Point,4.20E+13,SAN MIGUEL D UNIT,EOG RESOURCES INCORPORATED,94
28.69075,-98.785189,,Point,4.20E+13,HINDES JOE `C` UNIT,CABOT OIL & GAS CORPORATION,72
28.942106,-98.313872,,Point,4.20E+13,KODIAK UNIT,EOG RESOURCES INCORPORATED,24
28.690758,-98.785122,,Point,4.20E+13,HINDES JOE `D` UNIT,CABOT OIL & GAS CORPORATION,82
28.709231,-98.221182,,Point,4.20E+13,MAY GIRLS-CHAPMAN UNIT,MARATHON OIL EF LLC,7
28.737314,-98.783878,,Point,4.20E+13,PICKENS R H ET AL `B`,CABOT OIL & GAS CORPORATION,39
28.834447,-98.218847,,Point,4.20E+13,HERBST S UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,22
28.834403,-98.218906,,Point,4.20E+13,HERBST S UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,27
28.709272,-98.221122,,Point,4.20E+13,MAY GIRLS-CHAPMAN UNIT,MARATHON OIL EF LLC,97
28.709317,-98.221061,,Point,4.20E+13,MAY GIRLS-CHAPMAN UNIT,MARATHON OIL EF LLC,90
28.744691,-98.600383,,Point,4.20E+13,PEELER,CINCO OIL & GAS LLC,79
28.861425,-98.239958,,Point,4.20E+13,KUDU UNIT,EOG RESOURCES INCORPORATED,12
28.881908,-98.203189,,Point,4.20E+13,PRONGHORN UNIT,EOG RESOURCES INCORPORATED,48
28.881847,-98.203272,,Point,4.20E+13,CHUKAR UNIT,EOG RESOURCES INCORPORATED,31
28.871397,-98.459016,,Point,4.20E+13,SHEARRER UNIT,CM TX PRODUCTION LLC,21
28.864753,-98.288694,,Point,4.20E+13,STONE,GULFTEX ENERGY IV LP,66
28.6885,-98.69383,,Point,4.20E+13,BOWMAN EAST,TEXAS AMERICAN RESOURCES COMPANY,47
28.702789,-98.436322,,Point,4.20E+13,PEELER SMEC A UNIT,EOG RESOURCES INCORPORATED,55
28.850261,-98.689111,,Point,4.20E+13,GONZALES,VIRTEX OPERATING COMPANY INCORPORATED,35
28.76175,-98.713344,,Point,4.20E+13,SIMMONS SUBDIVISION UNIT,CABOT OIL & GAS CORPORATION,96
28.653872,-98.542907,,Point,4.20E+13,WILLIAMS UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,13
28.686642,-98.542597,,Point,4.20E+13,GORGON UNIT,EOG RESOURCES INCORPORATED,62
28.832092,-98.388701,,Point,4.20E+13,HYENA,EOG RESOURCES INCORPORATED,68
28.696069,-98.652236,,Point,4.20E+13,CUELLAR,EOG RESOURCES INCORPORATED,33
28.649819,-98.513417,,Point,4.20E+13,SAN MIGUEL B UNIT,EOG RESOURCES INCORPORATED,89
28.654049,-98.556522,,Point,4.20E+13,PENNINGTON UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,34
28.872906,-98.22022,,Point,4.20E+13,WIDGEON UNIT,EOG RESOURCES INCORPORATED,83
28.709363,-98.221002,,Point,4.20E+13,MAY GIRLS-CHAPMAN UNIT,MARATHON OIL EF LLC,78
28.862621,-98.575838,,Point,4.20E+13,ERMIS,VIRTEX OPERATING COMPANY INCORPORATED,43
28.768047,-98.538743,,Point,4.20E+13,MARTIN DOBIE UNIT,ATLAS EAGLE FORD OPERATING CO LLC,26
28.768099,-98.538723,,Point,4.20E+13,MARTIN DOBIE UNIT,ATLAS EAGLE FORD OPERATING CO LLC,30
28.6753,-98.470433,,Point,4.20E+13,PEELER RANCH,EOG RESOURCES INCORPORATED,50
28.874339,-98.208936,,Point,4.20E+13,REDHEAD UNIT,EOG RESOURCES INCORPORATED,53
28.793028,-98.241408,,Point,4.20E+13,S & H TRUST,MURPHY EXPLORATION & PRODUCTION CO-USA,37
28.792986,-98.24147,,Point,4.20E+13,S & H TRUST UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,56
28.800758,-98.231225,,Point,4.20E+13,KELLNER L UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,18
28.728456,-98.214725,,Point,4.20E+13,WILHELM SMITH UNIT B,MARATHON OIL EF LLC,26
28.647806,-98.324503,,Point,4.20E+13,MCCOWEN MIDDLE,MARATHON OIL EF LLC,43
28.647867,-98.324461,,Point,4.20E+13,MCCOWEN MIDDLE,MARATHON OIL EF LLC,74
28.647925,-98.324419,,Point,4.20E+13,MCCOWEN MIDDLE,MARATHON OIL EF LLC,70
28.800806,-98.231164,,Point,4.20E+13,KYLIE UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,98
28.728464,-98.2148,,Point,4.20E+13,WILHELM SMITH UNIT B,MARATHON OIL EF LLC,53
28.711525,-98.6245,,Point,4.20E+13,NWR,COMSTOCK OIL & GAS LIMITED PARTNERSHIP,96
28.814378,-98.504622,,Point,4.20E+13,HEFFERNAN A UNIT,EOG RESOURCES INCORPORATED,45
28.693694,-98.243183,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,5
28.693745,-98.24311,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,18
28.693843,-98.242958,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,75
28.693892,-98.242885,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,59
28.693941,-98.24281,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,30
28.814389,-98.504514,,Point,4.20E+13,HEFFERNAN A UNIT,EOG RESOURCES INCORPORATED,97
28.693794,-98.243035,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,61
28.863486,-98.226286,,Point,4.20E+13,CANVASBACK UNIT,EOG RESOURCES INCORPORATED,95
28.740331,-98.314044,,Point,4.20E+13,WYE RANCH 04,PIONEER NATURAL RESOURCES USA INC,95
28.740247,-98.313853,,Point,4.20E+13,WYE RANCH 03,PIONEER NATURAL RESOURCES USA INC,100
28.653917,-98.542828,,Point,4.20E+13,WILLIAMS UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,96
28.867808,-98.600722,,Point,4.20E+13,TENBERG-BIRDWELL UNIT,VIRTEX OPERATING COMPANY INCORPORATED,15
28.751172,-98.16178,,Point,4.20E+13,WRIGHT- HENKE UNIT,MARATHON OIL EF LLC,32
28.751117,-98.16185,,Point,4.20E+13,WRIGHT-HENKE UNIT,MARATHON OIL EF LLC,88
28.863431,-98.226197,,Point,4.20E+13,GOLDENEYE UNIT,EOG RESOURCES INCORPORATED,8
28.751062,-98.16192,,Point,4.20E+13,WRIGHT-HENKE UNIT,MARATHON OIL EF LLC,54
28.775915,-98.736346,,Point,4.20E+13,HENSON UNIT,CABOT OIL & GAS CORPORATION,18
28.870781,-98.544758,,Point,4.20E+13,MILLER UNIT,VIRTEX OPERATING COMPANY INCORPORATED,18
28.858806,-98.30682,,Point,4.20E+13,MOOSE,EOG RESOURCES INCORPORATED,23
28.858867,-98.306736,,Point,4.20E+13,BISON UNIT,EOG RESOURCES INCORPORATED,20
28.800715,-98.231281,,Point,4.20E+13,KELLNER L UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,37
28.80085,-98.231106,,Point,4.20E+13,KYLIE UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,80
28.792942,-98.241531,,Point,4.20E+13,S & H TRUST UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,81
28.793069,-98.241347,,Point,4.20E+13,S & H TRUST,MURPHY EXPLORATION & PRODUCTION CO-USA,55
28.680082,-98.492057,,Point,4.20E+13,KAISER JUNIOR UNIT,EOG RESOURCES INCORPORATED,1
28.87865,-98.228445,,Point,4.20E+13,BUFFLEHEAD UNIT,EOG RESOURCES INCORPORATED,9
28.688617,-98.580414,,Point,4.20E+13,THOMPSON A UNIT,EOG RESOURCES INCORPORATED,99
28.688617,-98.580303,,Point,4.20E+13,THOMPSON A UNIT,EOG RESOURCES INCORPORATED,82
28.762428,-98.297683,,Point,4.20E+13,ALLEN HOWARD 01,PIONEER NATURAL RESOURCES USA INC,39
28.804552,-98.567733,,Point,4.20E+13,CATY UNIT,ATLAS EAGLE FORD OPERATING CO LLC,30
28.804605,-98.567719,,Point,4.20E+13,CATY UNIT,ATLAS EAGLE FORD OPERATING CO LLC,27
28.654049,-98.556443,,Point,4.20E+13,PENNINGTON UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,11
28.675558,-98.299064,,Point,4.20E+13,HEARD J P-BOWER E,TEAL OPERATING LLC,100
28.675614,-98.299058,,Point,4.20E+13,HEARD J P-BOWER E,TEAL OPERATING LLC,2
28.636814,-98.330164,,Point,4.20E+13,MCCOWEN MIDDLE,MARATHON OIL EF LLC,86
28.636747,-98.330172,,Point,4.20E+13,MCCOWEN MIDDLE,MARATHON OIL EF LLC,95
28.795765,-98.506656,,Point,4.20E+13,HEFFERNAN B UNIT,EOG RESOURCES INCORPORATED,78
28.68225,-98.465797,,Point,4.20E+13,PEELER RANCH,SEA EAGLE FORD LLC,46
28.795778,-98.50655,,Point,4.20E+13,HEFFERNAN B UNIT,EOG RESOURCES INCORPORATED,46
28.636614,-98.330211,,Point,4.20E+13,MCCOWEN MIDDLE,MARATHON OIL EF LLC,43
28.634383,-98.332817,,Point,4.20E+13,MCCOWEN MIDDLE,MARATHON OIL EF LLC,46
28.636679,-98.330191,,Point,4.20E+13,74 RANCH SPECIAL EAST UNIT,MARATHON OIL EF LLC,32
28.634342,-98.332878,,Point,4.20E+13,74 RANCH SPECIAL EAST UNIT,MARATHON OIL EF LLC,43
28.730528,-98.175419,,Point,4.20E+13,ESSE-SMITH RANCH UNIT B,MARATHON OIL EF LLC,70
28.807917,-98.313728,,Point,4.20E+13,JAVELINA UNIT,EOG RESOURCES INCORPORATED,42
28.730578,-98.175347,,Point,4.20E+13,ESSE-SMITH RANCH UNIT B,MARATHON OIL EF LLC,71
28.730631,-98.175275,,Point,4.20E+13,ESSE-SMITH RANCH UNIT B,MARATHON OIL EF LLC,79
28.730683,-98.175203,,Point,4.20E+13,ESSE-SMITH RANCH UNIT B,MARATHON OIL EF LLC,70
28.634425,-98.332753,,Point,4.20E+13,74 RANCH SPECIAL UNIT EAST,MARATHON OIL EF LLC,83
28.75775,-98.801517,,Point,4.20E+13,PICKENS R H ET AL `B`,CABOT OIL & GAS CORPORATION,72
28.874936,-98.279294,,Point,4.20E+13,MUSKOX,EOG RESOURCES INCORPORATED,88
28.874872,-98.279378,,Point,4.20E+13,MOOSE,EOG RESOURCES INCORPORATED,58
28.757778,-98.801483,,Point,4.20E+13,PICKENS R H ET AL `B`,CABOT OIL & GAS CORPORATION,32
28.654814,-98.425312,,Point,4.20E+13,TG UNIT,CARRIZO EAGLE FORD LLC,37
28.654773,-98.425312,,Point,4.20E+13,TG UNIT,CARRIZO EAGLE FORD LLC,52
28.654855,-98.425313,,Point,4.20E+13,GLOVER UNIT,CARRIZO EAGLE FORD LLC,1
28.661303,-98.505461,,Point,4.20E+13,SAN MIGUEL C UNIT,EOG RESOURCES INCORPORATED,77
28.661314,-98.50517,,Point,4.20E+13,SAN MIGUEL C UNIT,EOG RESOURCES INCORPORATED,62
28.757692,-98.801581,,Point,4.20E+13,PICKENS R H ET AL B19 UNIT,CABOT OIL & GAS CORPORATION,82
28.757719,-98.80155,,Point,4.20E+13,PICKENS R H ET AL B20 UNIT,CABOT OIL & GAS CORPORATION,79
28.753044,-98.781911,,Point,4.20E+13,PICKENS R H ET AL `B`,CABOT OIL & GAS CORPORATION,42
28.763472,-98.560025,,Point,4.20E+13,GRACE UNIT,ATLAS EAGLE FORD OPERATING CO LLC,32
28.763461,-98.559964,,Point,4.20E+13,GRACE UNIT,ATLAS EAGLE FORD OPERATING CO LLC,20
28.670486,-98.796025,,Point,4.20E+13,FOUR CORNERS RANCH-UNIT `A`,CABOT OIL & GAS CORPORATION,69
28.670447,-98.796022,,Point,4.20E+13,FOUR CORNERS RANCH-UNIT `A`,CABOT OIL & GAS CORPORATION,9
28.863894,-98.289983,,Point,4.20E+13,OSPREY UNIT,EOG RESOURCES INCORPORATED,88
28.846594,-98.672678,,Point,4.20E+13,FISHER ET AL UNIT,VIRTEX OPERATING COMPANY INCORPORATED,58
28.689939,-98.538975,,Point,4.20E+13,KAISER SENIOR D UNIT,EOG RESOURCES INCORPORATED,33
28.890442,-98.446289,,Point,4.20E+13,CARIBOU,EOG RESOURCES INCORPORATED,70
28.654027,-98.55291,,Point,4.20E+13,PENNINGTON UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,58
28.654028,-98.552832,,Point,4.20E+13,PENNINGTON UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,37
28.654028,-98.552754,,Point,4.20E+13,PENNINGTON UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,57
28.697119,-98.720433,,Point,4.20E+13,CALDARKO UNIT,EOG RESOURCES INCORPORATED,32
28.697033,-98.720453,,Point,4.20E+13,CALDARKO UNIT,EOG RESOURCES INCORPORATED,72
28.850317,-98.237342,,Point,4.20E+13,GADWALL UNIT,EOG RESOURCES INCORPORATED,90
28.689053,-98.786186,,Point,4.20E+13,HINDES JOE `C` UNIT,CABOT OIL & GAS CORPORATION,59
28.910033,-98.22797,,Point,4.20E+13,ELK UNIT,EOG RESOURCES INCORPORATED,13
28.909972,-98.22805,,Point,4.20E+13,BOBCAT UNIT,EOG RESOURCES INCORPORATED,3
28.782297,-98.538345,,Point,4.20E+13,CAP UNIT,ATLAS EAGLE FORD OPERATING CO LLC,51
28.782242,-98.538344,,Point,4.20E+13,CAP UNIT,ATLAS EAGLE FORD OPERATING CO LLC,72
28.827603,-98.315931,,Point,4.20E+13,WATUSI UNIT,EOG RESOURCES INCORPORATED,45
28.692317,-98.537881,,Point,4.20E+13,KAISER SENIOR C UNIT,EOG RESOURCES INCORPORATED,15
28.724398,-98.206142,,Point,4.20E+13,HENKE `A` UNIT,MARATHON OIL EF LLC,7
28.72445,-98.20607,,Point,4.20E+13,HENKE `A` UNIT,MARATHON OIL EF LLC,70
28.724346,-98.206214,,Point,4.20E+13,HENKE `A` UNIT,MARATHON OIL EF LLC,14
28.685467,-98.598936,,Point,4.20E+13,THOMPSON D UNIT,EOG RESOURCES INCORPORATED,26
28.691106,-98.521792,,Point,4.20E+13,KAISER SENIOR B UNIT,EOG RESOURCES INCORPORATED,55
28.685425,-98.598839,,Point,4.20E+13,THOMPSON C UNIT,EOG RESOURCES INCORPORATED,57
28.791444,-98.164614,,Point,4.20E+13,TARTT EMMA,XTO ENERGY INCORPORATED,64
28.781772,-98.17907,,Point,4.20E+13,TARTT EMMA,XTO ENERGY INCORPORATED,90
28.781828,-98.179065,,Point,4.20E+13,TARTT EMMA,XTO ENERGY INCORPORATED,32
28.781306,-98.572728,,Point,4.20E+13,JIMMY UNIT,ATLAS EAGLE FORD OPERATING CO LLC,32
28.781361,-98.572728,,Point,4.20E+13,JIMMY UNIT,ATLAS EAGLE FORD OPERATING CO LLC,1
28.686464,-98.586795,,Point,4.20E+13,THOMPSON B UNIT,EOG RESOURCES INCORPORATED,95
28.841725,-98.296417,,Point,4.20E+13,REDFISH,EOG RESOURCES INCORPORATED,29
28.809242,-98.332014,,Point,4.20E+13,DIAMONDBACK UNIT,EOG RESOURCES INCORPORATED,7
28.689781,-98.510989,,Point,4.20E+13,KAISER SENIOR A UNIT,EOG RESOURCES INCORPORATED,75
28.674617,-98.292956,,Point,4.20E+13,HEARD BOWER CENTRAL UNIT,TEAL OPERATING LLC,39
28.674564,-98.292961,,Point,4.20E+13,HEARD BOWER CENTRAL UNIT,TEAL OPERATING LLC,29
28.674508,-98.292967,,Point,4.20E+13,HEARD BOWER CENTRAL UNIT,TEAL OPERATING LLC,9
28.664702,-98.729141,,Point,4.20E+13,GARY MARY,EOG RESOURCES INCORPORATED,82
28.664724,-98.729247,,Point,4.20E+13,GARY MARY,EOG RESOURCES INCORPORATED,5
28.976023,-98.361469,,Point,4.20E+13,HEINEN PEGGY A,HUNT OIL COMPANY,50
28.796664,-98.272731,,Point,4.20E+13,WALLY UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,71
28.796619,-98.272789,,Point,4.20E+13,WALLY UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,56
28.796575,-98.27285,,Point,4.20E+13,WALLY UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,83
28.845644,-98.189764,,Point,4.20E+13,FALLOW UNIT,EOG RESOURCES INCORPORATED,52
28.845706,-98.189681,,Point,4.20E+13,FALLOW UNIT,EOG RESOURCES INCORPORATED,2
28.685219,-98.610062,,Point,4.20E+13,MICHAEL WHEELER UNIT,EOG RESOURCES INCORPORATED,90
28.685132,-98.610022,,Point,4.20E+13,MICHAEL WHEELER UNIT,EOG RESOURCES INCORPORATED,95
28.733019,-98.7821,,Point,4.20E+13,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,37
28.855419,-98.335689,,Point,4.20E+13,MALLARD UNIT,EOG RESOURCES INCORPORATED,90
28.853308,-98.339311,,Point,4.20E+13,DRAKE UNIT,EOG RESOURCES INCORPORATED,82
28.853386,-98.339245,,Point,4.20E+13,TEAL UNIT,EOG RESOURCES INCORPORATED,4
28.850697,-98.689317,,Point,4.20E+13,GONZALES,VIRTEX OPERATING COMPANY INCORPORATED,79
28.850889,-98.182839,,Point,4.20E+13,WHITETAIL UNIT,EOG RESOURCES INCORPORATED,90
28.850969,-98.1829,,Point,4.20E+13,WHITETAIL UNIT,EOG RESOURCES INCORPORATED,11
28.795233,-98.274689,,Point,4.20E+13,CB UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,64
28.905725,-98.500693,,Point,4.20E+13,BLUE EYES UNIT,ABRAXAS PETROLEUM CORPORATION,90
28.674386,-98.287731,,Point,4.20E+13,HEARD BOWER EAST UNIT,TEAL OPERATING LLC,48
28.674359,-98.28772,,Point,4.20E+13,HEARD BOWER EAST UNIT,TEAL OPERATING LLC,50
28.699476,-98.237264,,Point,4.20E+13,MAY-CHAPMAN,MARATHON OIL EF LLC,64
28.699528,-98.237194,,Point,4.20E+13,MAY-CHAPMAN,MARATHON OIL EF LLC,37
28.699581,-98.237122,,Point,4.20E+13,MAY-CHAPMAN,MARATHON OIL EF LLC,11
28.853231,-98.339372,,Point,4.20E+13,DRAKE UNIT,EOG RESOURCES INCORPORATED,62
28.798922,-98.26967,,Point,4.20E+13,WALLY UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,25
28.798972,-98.269611,,Point,4.20E+13,WALLY UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,42
28.799014,-98.269553,,Point,4.20E+13,WALLY UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,18
28.763368,-98.152096,,Point,4.20E+13,GIESE-HENKE UNIT,MARATHON OIL EF LLC,18
28.76342,-98.152027,,Point,4.20E+13,GIESE-HENKE UNIT,MARATHON OIL EF LLC,91
28.763472,-98.151953,,Point,4.20E+13,GIESE-HENKE UNIT,MARATHON OIL EF LLC,89
28.763525,-98.151878,,Point,4.20E+13,GIESE-HENKE UNIT,MARATHON OIL EF LLC,54
28.875547,-98.470519,,Point,4.20E+13,STEINLE UNIT,EOG RESOURCES INCORPORATED,14
28.666858,-98.614942,,Point,4.20E+13,RILEY POTTS UNIT,EOG RESOURCES INCORPORATED,29
28.666853,-98.614836,,Point,4.20E+13,RILEY POTTS UNIT,EOG RESOURCES INCORPORATED,28
28.792531,-98.2397,,Point,4.20E+13,QUAIL,EOG RESOURCES INCORPORATED,58
28.792592,-98.239617,,Point,4.20E+13,QUAIL,EOG RESOURCES INCORPORATED,57
28.792656,-98.239533,,Point,4.20E+13,QUAIL,EOG RESOURCES INCORPORATED,38
28.795765,-98.569437,,Point,4.20E+13,FERNANDEZ UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,96
28.882281,-98.315808,,Point,4.20E+13,OCELOT,EOG RESOURCES INCORPORATED,65
28.879269,-98.524394,,Point,4.20E+13,STEINLE-PHILLIPS UNIT,VIRTEX OPERATING COMPANY INCORPORATED,39
28.665589,-98.781022,,Point,4.20E+13,HINDES BILLY-NORTH UNIT,CABOT OIL & GAS CORPORATION,24
28.837406,-98.476328,,Point,4.20E+13,FRIESENHAHN UNIT,EOG RESOURCES INCORPORATED,32
28.758262,-98.276256,,Point,4.20E+13,RLT UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,75
28.655175,-98.448101,,Point,4.20E+13,PHZ UNIT,CARRIZO EAGLE FORD LLC,2
28.758302,-98.276192,,Point,4.20E+13,RLT UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,74
28.655202,-98.448065,,Point,4.20E+13,PHZ UNIT,CARRIZO EAGLE FORD LLC,92
28.677361,-98.647075,,Point,4.20E+13,CUELLAR,EOG RESOURCES INCORPORATED,8
28.787828,-98.169845,,Point,4.20E+13,TARTT EMMA,XTO ENERGY INCORPORATED,30
28.655228,-98.448029,,Point,4.20E+13,PHZ UNIT,CARRIZO EAGLE FORD LLC,91
28.837403,-98.47622,,Point,4.20E+13,NELSON WILLIE UNIT,EOG RESOURCES INCORPORATED,89
28.823983,-98.779856,,Point,4.20E+13,CHILIPITIN LIMITED,CABOT OIL & GAS CORPORATION,60
28.690967,-98.254833,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,72
28.690916,-98.254907,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,73
28.691021,-98.254763,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,78
28.74,-98.783689,,Point,4.20E+13,PICKENS R H ET AL `B`,CABOT OIL & GAS CORPORATION,46
28.74004,-98.783678,,Point,4.20E+13,PICKENS R H ET AL `B`,CABOT OIL & GAS CORPORATION,72
28.784122,-98.554311,,Point,4.20E+13,MARIETTA UNIT,ATLAS EAGLE FORD OPERATING CO LLC,4
28.784178,-98.554311,,Point,4.20E+13,MARIETTA UNIT,ATLAS EAGLE FORD OPERATING CO LLC,42
28.691445,-98.25516,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,39
28.691392,-98.255232,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,31
28.69134,-98.255303,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,64
28.680852,-98.69751,,Point,4.20E+13,PEARCE,VALENCE OPERATING COMPANY,99
28.680933,-98.697486,,Point,4.20E+13,PEARCE,VALENCE OPERATING COMPANY,86
28.724897,-98.183017,,Point,4.20E+13,ESSE-SMITH RANCH UNIT A,MARATHON OIL EF LLC,40
28.724844,-98.183089,,Point,4.20E+13,ESSE-SMITH RANCH UNIT A,MARATHON OIL EF LLC,41
28.724791,-98.183161,,Point,4.20E+13,ESSE-SMITH RANCH UNIT A,MARATHON OIL EF LLC,7
28.724739,-98.183233,,Point,4.20E+13,ESSE-SMITH RANCH UNIT A,MARATHON OIL EF LLC,9
28.721945,-98.225321,,Point,4.20E+13,TOM-SMITH UNIT A,MARATHON OIL EF LLC,13
28.721833,-98.225459,,Point,4.20E+13,TOM-SMITH UNIT A,MARATHON OIL EF LLC,25
28.6999,-98.237663,,Point,4.20E+13,MAY R `A`,MARATHON OIL EF LLC,53
28.699952,-98.237592,,Point,4.20E+13,MAY R `A`,MARATHON OIL EF LLC,92
28.700005,-98.23752,,Point,4.20E+13,MAY R `A`,MARATHON OIL EF LLC,4
28.835653,-98.489536,,Point,4.20E+13,PACHECO UNIT,EOG RESOURCES INCORPORATED,43
28.6515,-98.534833,,Point,4.20E+13,DICKE A UNIT,EOG RESOURCES INCORPORATED,78
28.717999,-98.2604,,Point,4.20E+13,NET UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,9
28.812458,-98.211994,,Point,4.20E+13,TOM A UNIT,PROTEGE ENERGY III LLC,78
28.812503,-98.211933,,Point,4.20E+13,TOM A UNIT,PROTEGE ENERGY III LLC,18
28.812547,-98.211875,,Point,4.20E+13,TOM A UNIT,PROTEGE ENERGY III LLC,35
28.800086,-98.405867,,Point,4.20E+13,SPRINGBOK UNIT,EOG RESOURCES INCORPORATED,34
28.682683,-98.678176,,Point,4.20E+13,PEARCE,VALENCE OPERATING COMPANY,22
28.682662,-98.678085,,Point,4.20E+13,PEARCE,VALENCE OPERATING COMPANY,48
28.868261,-98.319169,,Point,4.20E+13,ELDER UNIT,EOG RESOURCES INCORPORATED,73
28.868189,-98.319097,,Point,4.20E+13,LYNX UNIT,EOG RESOURCES INCORPORATED,84
28.791692,-98.2796,,Point,4.20E+13,JB EAST UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,12
28.79165,-98.279658,,Point,4.20E+13,JB WEST UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,92
28.729994,-98.789017,,Point,4.20E+13,PICKENS R H ET AL `B`,CABOT OIL & GAS CORPORATION,74
28.799214,-98.663772,,Point,4.20E+13,LSWT,CINCO OIL & GAS LLC,92
28.693092,-98.462469,,Point,4.20E+13,PEELER RANCH,SEA EAGLE FORD LLC,81
28.693178,-98.462469,,Point,4.20E+13,PEELER RANCH,SEA EAGLE FORD LLC,89
28.699756,-98.800683,,Point,4.20E+13,HINDES JOE `G` UNIT,CABOT OIL & GAS CORPORATION,85
28.699714,-98.800697,,Point,4.20E+13,HINDES JOE `G` UNIT,CABOT OIL & GAS CORPORATION,28
28.674494,-98.292028,,Point,4.20E+13,HEARD BOWER CENTRAL UNIT,TEAL OPERATING LLC,78
28.674547,-98.292022,,Point,4.20E+13,HEARD BOWER CENTRAL UNIT,TEAL OPERATING LLC,83
28.674439,-98.292033,,Point,4.20E+13,HEARD BOWER CENTRAL UNIT,TEAL OPERATING LLC,34
28.824717,-98.430172,,Point,4.20E+13,HIPPO UNIT,EOG RESOURCES INCORPORATED,56
28.824619,-98.43017,,Point,4.20E+13,RHINO UNIT,EOG RESOURCES INCORPORATED,21
28.677386,-98.249066,,Point,4.20E+13,GUAJILLO EAST,MARATHON OIL EF LLC,27
28.677328,-98.249128,,Point,4.20E+13,GUAJILLO EAST,MARATHON OIL EF LLC,12
28.677269,-98.249194,,Point,4.20E+13,GUAJILLO EAST,MARATHON OIL EF LLC,50
28.651278,-98.530233,,Point,4.20E+13,DICKE B UNIT,EOG RESOURCES INCORPORATED,34
28.711839,-98.621961,,Point,4.20E+13,MARS UNIT,EOG RESOURCES INCORPORATED,16
28.711839,-98.621853,,Point,4.20E+13,MARS UNIT,EOG RESOURCES INCORPORATED,96
28.823329,-98.453767,,Point,4.20E+13,IMPALA UNIT,EOG RESOURCES INCORPORATED,69
28.702946,-98.259848,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,23
28.702883,-98.259909,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,62
28.702819,-98.259967,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,66
28.702756,-98.260028,,Point,4.20E+13,MAY R `B`,MARATHON OIL EF LLC,92
28.829389,-98.418372,,Point,4.20E+13,HYENA,EOG RESOURCES INCORPORATED,8
28.829486,-98.418372,,Point,4.20E+13,HYENA,EOG RESOURCES INCORPORATED,93
28.829508,-98.416787,,Point,4.20E+13,HYENA,EOG RESOURCES INCORPORATED,85
28.829411,-98.416786,,Point,4.20E+13,HYENA,EOG RESOURCES INCORPORATED,10
28.902114,-98.508647,,Point,4.20E+13,SNAKE EYES UNIT,ABRAXAS PETROLEUM CORPORATION,4
28.823319,-98.453875,,Point,4.20E+13,NILGAI UNIT,EOG RESOURCES INCORPORATED,35
